file,emotion,text,speaker
Ses01M_impro07_M000,hap,Do you know what I've been telling you lately?,Ses01M
Ses01M_impro07_M001,hap,"Well, it's totally random, and I got this whole driving scholarship to America, s.c. next year to play softball.",Ses01M
Ses01M_impro07_M002,hap,"Well, softball, they'll pay me to go to school. Isn't that great?",Ses01M
Ses01M_impro07_M003,hap,"I don't like pitchers, but I don't like pitchers either.",Ses01M
Ses01M_impro07_M004,hap,"For softball, yes.",Ses01M
Ses01M_impro07_M005,hap,"A free ride, and I'll be on the team. Cool. Isn't that great?",Ses01M
Ses01M_impro07_M006,hap,"I don't know, I should have asked.",Ses01M
Ses01M_impro07_M007,hap,Thank you.,Ses01M
Ses01M_impro07_M008,hap,But I don't know if I want to live in the house they gave me though because I think you know like getting a better place.,Ses01M
Ses01M_impro07_M009,hap,Where am I supposed to move?,Ses01M
Ses01M_impro07_M010,hap,"It's a good idea, or I can go to Santa Monica, go to the beach, go to the beach, go to the Veneas Beach, it's a little dirty, but I don't want to go to the Venece Beach, but...",Ses01M
Ses01M_impro07_M011,hap,Professional softball player Malibu. [ GIGGLES ],Ses01M
Ses01M_impro07_M013,hap,"I guess it's worth it. Helicopters. Yes, helicopters. There's a helipad, right?",Ses01M
Ses01M_impro07_M017,hap,"They're doing it... believe me, it's huge.",Ses01M
Ses01M_impro07_M018,hap,"I just got into it, I just kind of fell into it, literally I walked around, and then...",Ses01M
Ses01M_impro07_M019,hap,It's pretty wild.,Ses01M
Ses01M_impro07_M020,neu,"Yeah, well, I doubt it [sucking] ping pong [sucking]",Ses01M
Ses01M_impro07_M024,hap,"I mean, who cares what I mean, if I always wanna play softball?",Ses01M
Ses01M_impro07_M026,neu,"Yeah, we like to stay away from games and stuff.",Ses01M
Ses01M_impro07_M030,neu,But you know what I'm like.,Ses01M
Ses01M_impro07_M032,hap,I'm gonna have a beard... in the army...,Ses01M
Ses01M_impro07_M033,hap,Pull over! Pull over! Pull over!,Ses01M
Ses01M_script01_1_F004,sad,Did you talk to him?,Ses01F
Ses01M_script01_1_F005,sad,Does it hurt?,Ses01F
Ses01M_script01_1_F006,sad,[Breathing],Ses01F
Ses01M_script01_1_F008,ang,He's dreaming about him again. He's walking down the street.,Ses01F
Ses01M_script01_1_F011,ang,What do you mean wrong?,Ses01F
Ses01M_script01_1_F014,ang,"What, can you prove it? What proof do you have? Can you prove it?",Ses01F
Ses01M_script01_1_F015,ang,"For you, yes, for me, but for your father, you can talk to yourself until your face turns blue, but no grave, no body. Where are you?",Ses01F
Ses01M_script01_1_F016,ang,"The trouble is that every month a boy comes back, disappears longer, and Larry...",Ses01F
Ses01M_script01_1_F017,ang,Why?,Ses01F
Ses01M_script01_1_F020,ang,What do you want me to do?,Ses01F
Ses01M_script01_1_F023,ang,I'm sorry. I ignored what I had to ignore. That girl was Larry's girl.,Ses01F
Ses01M_script01_1_F024,ang,"From the father's point of view, he's not dead, you have no right to take his daughter, I'm just saying, if you know where to go, you can keep going, but I said, I don't know where to go. Look, I don't know.",Ses01F
Ses01M_script01_1_F025,neu,You're a personal sticker. There's nothing wrong with that.,Ses01F
Ses01M_script01_1_F026,neu,Did you ask Annie?,Ses01F
Ses01M_script01_1_F029,ang,I don't understand why it has to be Annie.,Ses01F
Ses01M_script01_1_F030,ang,"That's a good answer, but it doesn't answer anything. Since you left the war, you haven't seen her, it's been five years.",Ses01F
Ses01M_script01_1_F031,sad,"He thought he'd come back, Chris.",Ses01F
Ses01M_script01_1_F032,ang,"Do you know what that will do to you, to your father?",Ses01F
Ses01M_script01_1_F035,ang,Are you crazy?,Ses01F
Ses01M_script01_1_F036,ang,You have business here. What the hell am I talking about?,Ses01F
Ses01M_script01_1_F037,ang,"Oh, you have to be inspired.",Ses01F
Ses01M_script01_1_F039,ang,You don't want to think that.,Ses01F
Ses01M_script01_1_F040,ang,"Okay, but you wouldn't think that, because what the hell is it for?",Ses01F
Ses01M_script01_1_F041,ang,"Well, that's not what you think.",Ses01F
Ses01M_script01_1_F042,ang,"I don't understand you, do I?",Ses01F
Ses01M_script01_1_F043,ang,I can see that.,Ses01F
Ses01M_script01_1_M000,neu,He saw it.,Ses01M
Ses01M_script01_1_M002,neu,"I'm here at 4:00 in the morning, and I hear a crack, and I look out the window, and he's standing over there.",Ses01M
Ses01M_script01_1_M003,sad,"I don't know, but he went back to the kitchen and cried.",Ses01M
Ses01M_script01_1_M004,sad,"No, I think I'll wait.",Ses01M
Ses01M_script01_1_M005,sad,"Yes, I can hear him crying on the floor of my room.",Ses01M
Ses01M_script01_1_M006,sad,"I don't know, I don't know, I don't know, I don't know.",Ses01M
Ses01M_script01_1_M007,sad,I guess that's what he is.,Ses01M
Ses01M_script01_1_M017,neu,I'm going to ask her to marry me.,Ses01M
Ses01M_script01_1_M020,ang,"You know, if I told Dad, he'd be angry, too, right?",Ses01M
Ses01M_script01_1_M021,ang,She's not Larry's girl.,Ses01M
Ses01M_script01_1_M023,ang,Hell with that.,Ses01M
Ses01M_script01_1_M024,sad,"No, I want to get this straight.",Ses01M
Ses01M_script01_1_M034,ang,Business doesn't inspire me.,Ses01M
Ses01M_script01_1_M035,ang,"I don't care if I need the money to beg all day when I get home, I want it good, I want a family, I think the kids and Annie are the center of it.",Ses01M
Ses01M_script01_1_M037,neu,"Yes, at this point, I will.",Ses01M
Ses01M_script01_1_M038,sad,"And help me stay here, Mom.",Ses01M
Ses01M_script01_1_M040,sad,And then help me stay.,Ses01M
Ses01M_script01_1_M041,ang,That's what I thought.,Ses01M
Ses01M_script01_1_M042,sad,"No, you didn't. I'm a very strong man.",Ses01M
Ses01M_script01_2_F000,ang,Why did he invite her here?,Ses01F
Ses01M_script01_2_F001,ang,It's been three and a half years. Why all of a sudden?,Ses01F
Ses01M_script01_2_F004,ang,"What's going on, Joe?",Ses01F
Ses01M_script01_2_F005,ang,"If the girl is Larry... she's not his, she knows she's not.",Ses01F
Ses01M_script01_2_F009,ang,Don't think I didn't notice you two because Chris invited her.,Ses01F
Ses01M_script01_2_F011,ang,"Oh, laugh at me, laugh at all you like, but why does this happen at night when she comes back?",Ses01F
Ses01M_script01_2_F012,ang,"Believe me, Joe, you have to believe that a boy disappeared last week.",Ses01F
Ses01M_script01_2_F013,ang,"The most important thing is that you must believe, just don't stop believing.",Ses01F
Ses01M_script01_2_M000,neu,Maybe he wants to see her.,Ses01M
Ses01M_script01_2_M001,neu,"Well, he grew up next door to the girl, why doesn't he want to see her?",Ses01M
Ses01M_script01_2_M007,neu,How do you know why she's waiting?,Ses01M
Ses01M_script01_2_M015,ang,What's that supposed to mean? What's most important is me. What's that supposed to mean?,Ses01M
Ses01M_script01_2_M016,ang,Look at you. You're shaking.,Ses01M
Ses01M_script01_2_M017,ang,"What do you want from me, Kate?",Ses01M
Ses01M_script01_3_F000,neu,I know the only one who still loves his parents.,Ses01F
Ses01M_script01_3_F001,neu,"Oh, it's not bad. It's good.",Ses01F
Ses01M_script01_3_F003,sad,"No, no, no, I can't stay here.",Ses01F
Ses01M_script01_3_F004,neu,Your mother asked me to go as much as I did.,Ses01F
Ses01M_script01_3_F005,sad,[Breathing] And then you've been a little...,Ses01F
Ses01M_script01_3_F006,sad,You've been embarrassed since I got here.,Ses01F
Ses01M_script01_3_F008,neu,"From her point of view, why am I still here?",Ses01F
Ses01M_script01_3_F012,neu,I almost got married two years ago.,Ses01F
Ses01M_script01_3_F014,hap,"Since then, every day.",Ses01F
Ses01M_script01_3_F015,hap,"Because I'm waiting for you, Chris. You never wrote to me before.",Ses01F
Ses01M_script01_3_F016,hap,"I'll never forgive you for waiting so long, all I'm doing is sitting here wondering if I'm crazy for you.",Ses01F
Ses01M_script01_3_F018,sad,"Chris, what's going on?",Ses01F
Ses01M_script01_3_F019,sad,"No, what, is that your mom?",Ses01F
Ses01M_script01_3_F021,sad,You have to tell me.,Ses01F
Ses01M_script01_3_F022,sad,This isn't working.,Ses01F
Ses01M_script01_3_F023,sad,"Yes, of course.",Ses01F
Ses01M_script01_3_F024,sad,How many?,Ses01F
Ses01M_script01_3_F025,sad,[Breathing] Kid.,Ses01F
Ses01M_script01_3_F026,sad,Do you still feel that way?,Ses01F
Ses01M_script01_3_F030,hap,What would I do with a lot of money?,Ses01F
Ses01M_script01_3_M000,hap,"Yeah, kind of outdated style, isn't it?",Ses01M
Ses01M_script01_3_M001,hap,Aren't you sorry you came?,Ses01M
Ses01M_script01_3_M002,sad,Why not?,Ses01M
Ses01M_script01_3_M004,neu,What?,Ses01M
Ses01M_script01_3_M006,neu,Yeah?,Ses01M
Ses01M_script01_3_M007,neu,Yeah--,Ses01M
Ses01M_script01_3_M009,hap,"Ann, I love you. I love you. I love you.",Ses01M
Ses01M_script01_3_M014,neu,Why didn't you?,Ses01M
Ses01M_script01_3_M016,hap,Why didn't you tell me?,Ses01M
Ses01M_script01_3_M018,hap,I kissed you. I kissed Annie.,Ses01M
Ses01M_script01_3_M019,hap,I kissed you.,Ses01M
Ses01M_script01_3_M020,sad,Do you want to go somewhere else?,Ses01M
Ses01M_script01_3_M021,sad,"No, no, it's not like that.",Ses01M
Ses01M_script01_3_M022,sad,"I don't know... it's complicated, but it's up to me now.",Ses01M
Ses01M_script01_3_M023,sad,"I don't know, I don't know, I don't know, I don't know.",Ses01M
Ses01M_script01_3_M024,sad,It's all mixed up with these other things.,Ses01M
Ses01M_script01_3_M025,sad,Do you know that I'm in command at sea?,Ses01M
Ses01M_script01_3_M026,sad,"Well, I lost them.",Ses01M
Ses01M_script01_3_M027,sad,Almost all of it.,Ses01M
Ses01M_script01_3_M028,sad,"I mean, they're not just men, you know.",Ses01M
Ses01M_script01_3_M029,sad,"For example, once, this kid... it rained for days and he gave me my last pair of dry socks.",Ses01M
Ses01M_script01_3_M030,sad,He just put it in my pocket. That kind of guy is mine.,Ses01M
Ses01M_script01_3_M031,sad,"They're not dead, they're killing themselves for each other, and I mean, to be precise, you know, more selfish, they'll all be here today...",Ses01M
Ses01M_script01_3_M032,sad,"When I watched them fall, I had an idea, like everything was destroyed, you know, but I felt this new thing was created, and you know it was like this.",Ses01M
Ses01M_script01_3_M033,sad,"You know, they brought something to Earth, a sacrifice, you know.",Ses01M
Ses01M_script01_3_M034,sad,"I thought I'd change everything you know, and I came back here, like... nothing changed...",Ses01M
Ses01M_script01_3_M035,sad,I'm working with Dad. I started the rat race again...,Ses01M
Ses01M_script01_3_M036,sad,"And nobody's changed, for them, it's like a random bus accident.",Ses01M
Ses01M_script01_3_M037,sad,"Drive my new car, I feel guilty you know to open my bank book and see a new fridge.",Ses01M
Ses01M_script01_3_M038,sad,"Because you can take these things away from the war, but you have to realize that they come from love.",Ses01M
Ses01M_script01_3_M039,sad,"If you can't see it, it's just a robbery. There's blood everywhere.",Ses01M
Ses01M_script01_3_M040,sad,I'm ashamed I didn't want to be part of it.,Ses01M
Ses01M_script01_3_M041,sad,I want you to know Annie.,Ses01M
Ses01M_script01_3_M043,hap,I'll make you a lot of money.,Ses01M
Ses01M_script02_1_F005,ang,"You keep saying ""my flashlight"" like it's just yours.",Ses01F
Ses01M_script02_1_F007,neu,Nothing.,Ses01F
Ses01M_script02_1_F008,neu,I'm fine.,Ses01F
Ses01M_script02_1_F009,hap,I wonder if they can hear me.,Ses01F
Ses01M_script02_1_F014,ang,Then let's go.,Ses01F
Ses01M_script02_1_F017,ang,"These little fish swim out of the ocean, roll over the sand, swim back and die.",Ses01F
Ses01M_script02_1_F021,ang,Yes.,Ses01F
Ses01M_script02_1_F022,ang,"Last year, you'll remember, our shoes are soaking wet, and I have sand in my panties, and your throat hurts, and we had a big fight, and we didn't see no noodles.",Ses01F
Ses01M_script02_1_F023,ang,We haven't seen them in the last year.,Ses01F
Ses01M_script02_1_M000,hap,"What time is it, God? It's great, isn't it?",Ses01M
Ses01M_script02_1_M001,hap,"Of course, I do want to get away from the coast, you know, away from all the lights, people and everything. Is it midnight, they always start at midnight? Is it midnight? How are you? How are you? Good.",Ses01M
Ses01M_script02_1_M002,hap,"Look, what is that, what is that?",Ses01M
Ses01M_script02_1_M004,hap,"Oh, no, I don't know, though you probably can't see that maybe they're not right, yeah, maybe like unequivocal, right?",Ses01M
Ses01M_script02_1_M005,hap,"Oh, my God, that's great, isn't it?",Ses01M
Ses01M_script02_1_M007,neu,"Silver flashlights, just one, right?",Ses01M
Ses01M_script02_1_M009,neu,"Oh, yeah, of course.",Ses01M
Ses01M_script02_1_M010,neu,"Of course, our flashlight. You're mine. My flashlight is my flashlight.",Ses01M
Ses01M_script02_1_M011,neu,"God, I should have brought it here. I can't believe I forgot.",Ses01M
Ses01M_script02_1_M014,hap,"You know we should bring a blanket, man, our blanket, our blanket, our blanket.",Ses01M
Ses01M_script02_1_M016,hap,"Oh, yeah, I'm so excited right now I'm like a kid.",Ses01M
Ses01M_script02_1_M017,hap,I can't believe I came out of the house without pulling the fly off the chain.,Ses01M
Ses01M_script02_1_M022,neu,Turn right.,Ses01M
Ses01M_script02_1_M023,neu,That's my point too.,Ses01M
Ses01M_script02_1_M028,ang,Kansas' people have to get a plane ticket and book a hotel to see this. 40 minutes from here.,Ses01M
Ses01M_script02_1_M030,neu,"Yes, they do.",Ses01M
Ses01M_script02_1_M031,hap,"Okay, okay, okay, okay, but that's a fish who does something like no other fish do, you know, it's like those swallows back to Camistrano or those light bulbs jumped off a cliff, you know.",Ses01M
Ses01M_script02_1_M032,hap,"It's like a little inexplicable, a little magic, a little mystery.",Ses01M
Ses01M_script02_1_M037,neu,"We're just not in a good place, though.",Ses01M
Ses01M_script02_1_M039,neu,"Trust me, I have these instincts, okay?",Ses01M
Ses01M_script02_1_M040,hap,There's a lot of silver fish out there. They're coming this way...,Ses01M
Ses01M_script02_1_M041,hap,"They don't know why, we don't know why nobody likes to invite them or give them maps or directions...",Ses01M
Ses01M_script02_1_M042,hap,"As soon as they turned around, they formed this line, and as long as it was on the coast of California, they started swimming...",Ses01M
Ses01M_script02_1_M043,hap,"It's like a little time to release firefighters in their little bodies and explode, and they all turn around into a...",Ses01M
Ses01M_script02_1_M044,hap,"And form lines and start swimming, swimming and bringing them here...",Ses01M
Ses01M_script02_1_M045,hap,"It's like a sense of urgency, pure impulse.",Ses01M
Ses01M_script02_1_M046,hap,It's crazy. Look at this. I'm giving myself the creeps and my hair is on my arm.,Ses01M
Ses01M_script02_2_F000,neu,It's the wind.,Ses01F
Ses01M_script02_2_F010,ang,"Damn it, I told you not to ask me. I hate it when you ask me that. It's an insult.",Ses01F
Ses01M_script02_2_F011,ang,It's just that we just had different ideas about what to look like tonight.,Ses01F
Ses01M_script02_2_F013,ang,"Because they never do, don't they?",Ses01F
Ses01M_script02_2_F014,ang,We've tried it twice a year.,Ses01F
Ses01M_script02_2_F015,ang,"No, we won't, it's meaningless and it's like a wait to see Santa Claras.",Ses01F
Ses01M_script02_2_F016,ang,"I think I'll spend my life on the beach, open my eyes, hand-clapping, waiting for the fish to show up, the fish not to show up.",Ses01F
Ses01M_script02_2_F019,neu,Do you remember our first year here?,Ses01F
Ses01M_script02_2_F022,sad,"I remember thinking this was it, and finally, I was as happy as I should be.",Ses01F
Ses01M_script02_2_F024,sad,I'd rather not remember something than hope for something.,Ses01F
Ses01M_script02_2_F025,sad,Nothing.,Ses01F
Ses01M_script02_2_F026,sad,Nothing.,Ses01F
Ses01M_script02_2_F030,ang,I want it to be what it should be.,Ses01F
Ses01M_script02_2_F031,ang,What is this? What is this? It's nothing.,Ses01F
Ses01M_script02_2_F032,ang,"Oh, sure it's standing on the beach, it's waiting, fighting.",Ses01F
Ses01M_script02_2_F033,sad,It's not what I imagined.,Ses01F
Ses01M_script02_2_F034,sad,"I mean, it contains a lot of things, but... you know what I mean?",Ses01F
Ses01M_script02_2_F035,sad,"I know, Augie, I really do.",Ses01F
Ses01M_script02_2_F036,sad,I just can't help hoping that I'm someone else somewhere else.,Ses01F
Ses01M_script02_2_F037,sad,I didn't say that.,Ses01F
Ses01M_script02_2_F040,sad,"You might want him with someone else, someone who's not so serious about everything, someone who likes himself.",Ses01F
Ses01M_script02_2_F044,hap,I guess we don't need glasses.,Ses01F
Ses01M_script02_2_F045,hap,"I'm starting to think you're probably right, after all, here.",Ses01F
Ses01M_script02_2_F046,sad,"Augie, I'm sorry.",Ses01F
Ses01M_script02_2_F047,neu,Or not.,Ses01F
Ses01M_script02_2_M001,hap,Come to this place and celebrate a big celebration like sex and death...,Ses01M
Ses01M_script02_2_M002,hap,"Look at this, my hair stands on my arm, and I give myself the creeps.",Ses01M
Ses01M_script02_2_M003,hap,What do you think?,Ses01M
Ses01M_script02_2_M008,neu,Can I ask you a question?,Ses01M
Ses01M_script02_2_M013,neu,We missed them twice.,Ses01M
Ses01M_script02_2_M019,neu,You were fine when the judge called.,Ses01M
Ses01M_script02_2_M020,neu,"Let's see, uh, I took a shower, and, uh, you were watching the news and you said, ""The old friends are running tonight,"" and I said, ""Well, let's go.""",Ses01M
Ses01M_script02_2_M021,neu,"So I let the animals out, and we took the car to the garage, and...",Ses01M
Ses01M_script02_2_M022,neu,"Wait, I got it.",Ses01M
Ses01M_script02_2_M023,neu,"When we drive past that Nyxbock wine cabinet, you say, ""No, let's go drink champagne,"" and I say, ""There's no time to waste.""",Ses01M
Ses01M_script02_2_M025,neu,"Oh, sure, sure.",Ses01M
Ses01M_script02_2_M027,neu,Do you want me to go buy champagne?,Ses01M
Ses01M_script02_2_M028,neu,Do you want to take off our shoes?,Ses01M
Ses01M_script02_2_M029,neu,What?,Ses01M
Ses01M_script02_2_M030,neu,Do you want to get married again?,Ses01M
Ses01M_script02_2_M033,ang,"New carpets, dogs, suicide protocols, ice cream, back massage.",Ses01M
Ses01M_script02_2_M035,ang,Do you think I have a wonderful idea about those four years of my life?,Ses01M
Ses01M_script02_2_M037,sad,"No, no, I just like you, and I thought it would be all rose cheeks and bills that would pay for themselves and the fish would always come and--",Ses01M
Ses01M_script02_2_M038,sad,"No, you know what you got?",Ses01M
Ses01M_script02_2_M039,neu,"Yes, it is.",Ses01M
Ses01M_script02_2_M040,neu,Turn right.,Ses01M
Ses01M_script02_2_M041,sad,I don't know me either.,Ses01M
Ses01M_script02_2_M042,sad,I've tried my best.,Ses01M
Ses01M_script02_2_M043,sad,What if you're with someone else?,Ses01M
Ses01M_script02_2_M044,sad,"No, I know, but-- I know I don't make you happy.",Ses01M
Ses01M_script02_2_M045,sad,Yeah?,Ses01M
Ses01M_script02_2_M049,hap,Look what we got here.,Ses01M
Ses01M_script02_2_M050,neu,It's not champagne.,Ses01M
Ses01M_script02_2_M051,neu,Are you cold? Do you want to go home?,Ses01M
Ses01M_script02_2_M052,hap,Shh...,Ses01M
Ses01M_script02_2_M053,hap,"If we were really quiet, the fish might come.",Ses01M
Ses01M_script02_2_M054,neu,Or not.,Ses01M
Ses01M_script03_1_F003,hap,It's always sweet now.,Ses01F
Ses01M_script03_1_F004,hap,It'll happen sooner or later.,Ses01F
Ses01M_script03_1_F007,hap,[Breathing],Ses01F
Ses01M_script03_1_F008,hap,"Oh, it's very...",Ses01F
Ses01M_script03_1_F009,hap,[ GIGGLES ] I think I should make a court dress.,Ses01F
Ses01M_script03_1_F010,hap,[ GIGGLES ],Ses01F
Ses01M_script03_1_F011,hap,"MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM, MM,",Ses01F
Ses01M_script03_1_F014,hap,"Oh, yeah, that's it.",Ses01F
Ses01M_script03_1_F015,hap,Don't laugh at me. I'm serious.,Ses01F
Ses01M_script03_1_F017,hap,"If I had to laugh at everything, I'd have to laugh at us.",Ses01F
Ses01M_script03_1_F018,hap,"How long will it last, this ridiculous, proud love for us?",Ses01F
Ses01M_script03_1_F019,hap,Do we always want to fight and fight?,Ses01F
Ses01M_script03_1_F021,hap,If one of us dies...,Ses01F
Ses01M_script03_1_F024,hap,I think you're full of shit.,Ses01F
Ses01M_script03_1_F030,hap,Which one?,Ses01F
Ses01M_script03_1_F031,hap,"Oh, Charles, that's his name, Charles.",Ses01F
Ses01M_script03_1_F034,hap,Canned... um...,Ses01F
Ses01M_script03_1_F036,hap,The manager came in and found us rolling on the floor.,Ses01F
Ses01M_script03_1_F037,hap,Grab and bite like a leopard.,Ses01F
Ses01M_script03_1_F038,hap,"Totally, completely ridiculous.",Ses01F
Ses01M_script03_1_F039,hap,Oh... [ GIGGLES ],Ses01F
Ses01M_script03_1_F040,hap,That's bullshit.,Ses01F
Ses01M_script03_1_F041,hap,"Oh, you know there's nothing in there.",Ses01F
Ses01M_script03_1_M004,hap,It doesn't matter.,Ses01M
Ses01M_script03_1_M010,hap,♪ Fine soft... ♪,Ses01M
Ses01M_script03_1_M011,hap,Ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah,Ses01M
Ses01M_script03_1_M012,hap,Ah... secluded...,Ses01M
Ses01M_script03_1_M013,hap,"You know, when people are happy, they don't matter anymore, do they?",Ses01M
Ses01M_script03_1_M014,sad,"Honey, don't say that.",Ses01M
Ses01M_script03_1_M016,hap,"Oh, dear God, what does that mean, dear God?",Ses01M
Ses01M_script03_1_M017,hap,"You can't be so serious, honey. That's what they want.",Ses01M
Ses01M_script03_1_M019,hap,"In their fucking sweetness and light, they float acid.",Ses01M
Ses01M_script03_1_M021,hap,We're all interesting people.,Ses01M
Ses01M_script03_1_M022,hap,Who knows?,Ses01M
Ses01M_script03_1_M028,hap,"Let's feel sorry for the poor philosophers, shall we?",Ses01M
Ses01M_script03_1_M029,hap,"Come here, honey. Kiss me.",Ses01M
Ses01M_script03_1_M030,hap,Before your body rots and worms come out of your eyes.,Ses01M
Ses01M_script03_1_M031,hap,"Look, you know I don't care what you do.",Ses01M
Ses01M_script03_1_M033,hap,Do you remember our line in Venice?,Ses01M
Ses01M_script03_1_M037,hap,"But you know, it's not so bad that we have in the cans... um... where your curl iron burns a hole in my pajamas.",Ses01M
Ses01M_script03_1_M039,hap,I'll never forget the look on his face.,Ses01M
Ses01M_script03_1_M040,hap,Oh... oh... oh...,Ses01M
Ses01M_script03_1_M041,hap,We were much younger then.,Ses01M
Ses01M_script03_2_F006,neu,So what?,Ses01F
Ses01M_script03_2_F010,neu,"No, thank you.",Ses01F
Ses01M_script03_2_F011,ang,I don't understand why you want one. You've got two glasses.,Ses01F
Ses01M_script03_2_F015,ang,Don't be silly. What?,Ses01F
Ses01M_script03_2_F017,ang,"It's a woman's responsibility to comfort a man. Just look at me for a minute, okay?",Ses01F
Ses01M_script03_2_F022,ang,They're in so much pain.,Ses01F
Ses01M_script03_2_F023,ang,"I don't care. I don't care, okay?",Ses01F
Ses01M_script03_2_F024,ang,"Yeah, I did quite a lot.",Ses01F
Ses01M_script03_2_F025,ang,"Oh, don't mind your own business.",Ses01F
Ses01M_script03_2_F026,ang,You're upset. I guess it's because you're drunk.,Ses01F
Ses01M_script03_2_F027,ang,You always have a weak head.,Ses01F
Ses01M_script03_2_F028,ang,"On the contrary, two children may be drunk to death just having a glass of brandy.",Ses01F
Ses01M_script03_2_F029,ang,Shut up.,Ses01F
Ses01M_script03_2_F030,ang,"Honey, why don't you have some more brandy?",Ses01F
Ses01M_script03_2_F031,ang,Why?,Ses01F
Ses01M_script03_2_F033,ang,They've gone far away from Tunisia.,Ses01F
Ses01M_script03_2_F034,ang,"Please open it again, please.",Ses01F
Ses01M_script03_2_F035,ang,If you insist on being rude and stupid.,Ses01F
Ses01M_script03_2_F036,ang,I won't.,Ses01F
Ses01M_script03_2_F037,ang,Stop it.,Ses01F
Ses01M_script03_2_F038,ang,"Listen, I'm tired of listening to you, you fucking sadist.",Ses01F
Ses01M_script03_2_F039,ang,"Oh, you're so cruel, you... you... you hate you, I hate you...",Ses01F
Ses01M_script03_2_F040,ang,"This is the end, you hear me?",Ses01F
Ses01M_script03_2_F041,ang,"Oh, yes, I... oh, yes, I... let me go, you let me go, you...",Ses01F
Ses01M_script03_2_M012,neu,I thought I'd have a little bit.,Ses01M
Ses01M_script03_2_M013,neu,"Oh, you know there's no special reason except they're very small glasses.",Ses01M
Ses01M_script03_2_M018,neu,Are you going out to a lovely place?,Ses01M
Ses01M_script03_2_M022,ang,Too bad you didn't drink brandy again so you wouldn't be so upset.,Ses01M
Ses01M_script03_2_M023,ang,"You play, you play, you play, you play, you play, you play, you play, you like a little extra.",Ses01M
Ses01M_script03_2_M024,ang,"Nonsense. They have a bag of venom in the back of the fangs, they're out of gas.",Ses01M
Ses01M_script03_2_M025,ang,"After our divorce, did you see too much pet burden?",Ses01M
Ses01M_script03_2_M026,ang,I guess you let him kiss you more than he kisses you.,Ses01M
Ses01M_script03_2_M027,ang,There's no restraint at all. Very pleasant. He's never had that much.,Ses01M
Ses01M_script03_2_M028,ang,I'm not drunk.,Ses01M
Ses01M_script03_2_M029,ang,"I thought I told you before, I've been drinking glass for three minutes all night, and two kids can't get drunk.",Ses01M
Ses01M_script03_2_M030,ang,"Oh, very, very interesting Amanda how kids, uh... four, six or nine...",Ses01M
Ses01M_script03_2_M031,ang,"It's a very good idea, I think I will.",Ses01M
Ses01M_script03_2_M032,ang,Will you turn that off? You'll wake up the upstairs guy.,Ses01M
Ses01M_script03_2_M033,ang,So you can wake up the people downstairs.,Ses01M
Ses01M_script03_2_M034,ang,It is not a year for Tunisia.,Ses01M
Ses01M_script03_2_M035,ang,I wouldn't do that.,Ses01M
Ses01M_script03_2_M036,ang,Turn it off. It's driving me crazy.,Ses01M
Ses01M_script03_2_M037,ang,Turn it off.,Ses01M
Ses01M_script03_2_M038,ang,"Amanda, listen. Listen.",Ses01M
Ses01M_script03_2_M039,ang,It's really funny.,Ses01M
Ses01M_script03_2_M040,ang,"You... you're an evil mind, self-centered little bitch and I don't want to see you anymore.",Ses01M
Ses01M_script03_2_M041,ang,You can't go like this.,Ses01M
Ses01M_script03_2_M042,ang,"No, you didn't.",Ses01M
Ses01M_script03_2_M043,ang,"Shut your mouth. Shut up. If you come back to me with your knees, I won't marry you again.",Ses01M
Ses02F_impro01_F000,neu,"Well, I'd like to put this application in my registry.",Ses02F
Ses02F_impro01_F018,ang,"Why, then, did d.m.v. not indicate on the application that you needed a birth certificate?",Ses02F
Ses02F_impro01_F019,ang,"Yeah, but your birth certificate-- I mean, who carries their birth certificate with them?",Ses02F
Ses02F_impro01_F020,ang,Your driver's license and passport are the same as everyone else.,Ses02F
Ses02F_impro01_F021,ang,"You always use your driver's license, I mean, if you weren't over 16, you wouldn't go to D.M.v.",Ses02F
Ses02F_impro01_M000,neu,"Hi, hi, hi, hi.",Ses02M
Ses02F_impro01_M001,neu,"Well, we need-- we need-- we need your original birth certificate.",Ses02M
Ses02F_impro01_M002,neu,"Well, we still need it.",Ses02M
Ses02F_impro01_M004,neu,"Well, I'm sorry.",Ses02M
Ses02F_impro01_M017,ang,"Okay, but now you're standing here dragging more people in line.",Ses02M
Ses02F_impro01_M019,ang,"You know, official documents--",Ses02M
Ses02F_impro02_F000,sad,I should probably go.,Ses02F
Ses02F_impro02_F001,sad,"There's nothing I can do. I mean, the government you know...",Ses02F
Ses02F_impro02_F002,sad,"You have to do this. I mean, you're a great father. You can do this.",Ses02F
Ses02F_impro02_F003,sad,I don't think so.,Ses02F
Ses02F_impro02_F004,sad,"We can do our best and, uh, you know like wireless Internet these days-- I think we can--",Ses02F
Ses02F_impro02_F005,sad,You can send me a picture.,Ses02F
Ses02F_impro02_F006,sad,They won't let you go. You have to stay home. I have to go.,Ses02F
