file,emotion,text,speaker
Ses01M_script01_3_F029,xxx,and your money there's nothing wrong in your money. your father put hundreds of planes into the air. you should be proud of that a man should be paid for that.,Ses01F
Ses01M_script01_3_F030,hap,what would i do with a fortune?,Ses01F
Ses01M_script01_3_M000,hap,"yeah, that kind of went out of style didn't it?",Ses01M
Ses01M_script01_3_M001,hap,you're not sorry you came?,Ses01M
Ses01M_script01_3_M002,sad,why not?,Ses01M
Ses01M_script01_3_M003,xxx,well.,Ses01M
Ses01M_script01_3_M004,neu,what?,Ses01M
Ses01M_script01_3_M005,xxx,"i was kind of planning on sneaking up on you, you know over like a course of a week or so. they just take for granted that we're already set.",Ses01M
Ses01M_script01_3_M006,neu,you did?,Ses01M
Ses01M_script01_3_M007,neu,yeah--,Ses01M
Ses01M_script01_3_M008,xxx,"so then would you want to? i mean i guess, you kind of have to know, maybe that's why i asked you to come.",Ses01M
Ses01M_script01_3_M009,hap,"ann, i love you. i love you.",Ses01M
Ses01M_script01_3_M010,xxx,i love you a great deal.,Ses01M
Ses01M_script01_3_M011,xxx,i'm sorry i don't really have much of an imagination.,Ses01M
Ses01M_script01_3_M012,xxx,"i'm sorry i'm embarrassing you, aren't i? see, i didn't want to do it here i didn't on this porch, with this ring--i didn't want to win you away from anything.",Ses01M
Ses01M_script01_3_M013,xxx,so then he's gone. you sure?,Ses01M
Ses01M_script01_3_M014,neu,why didn't you?,Ses01M
Ses01M_script01_3_M015,xxx,you felt something that far back?,Ses01M
Ses01M_script01_3_M016,hap,why didn't you let me know?,Ses01M
Ses01M_script01_3_M017,xxx,"oh annie, why don't you go ahead and give me a kiss, come on just a...",Ses01M
Ses01M_script01_3_M018,hap,i kissed you. i kissed annie.,Ses01M
Ses01M_script01_3_M019,hap,i kissed you.,Ses01M
Ses01M_script01_3_M020,sad,do you want to go somewhere? let's go.,Ses01M
Ses01M_script01_3_M021,sad,"no, no, it's nothing like that.",Ses01M
Ses01M_script01_3_M022,sad,i don't know it's--it's complicated. but it's going from me now.,Ses01M
Ses01M_script01_3_M023,sad,i don't know.,Ses01M
Ses01M_script01_3_M024,sad,it's kind of all mixed up with all these other things.,Ses01M
Ses01M_script01_3_M025,sad,you know over seas i was in command of the company?,Ses01M
Ses01M_script01_3_M026,sad,well i lost them.,Ses01M
Ses01M_script01_3_M027,sad,pretty much all.,Ses01M
Ses01M_script01_3_M028,sad,"takes awhile to toss something like that off. i mean they weren't just men, you know.",Ses01M
Ses01M_script01_3_M029,sad,"for instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.",Ses01M
Ses01M_script01_3_M030,sad,he just put it in my pocket that's the kind of guys i had.,Ses01M
Ses01M_script01_3_M031,sad,"they didn't die they killed themselves for each other and i mean that exactly, you know a little more selfish and they'll all be here today...",Ses01M
Ses01M_script01_3_M032,sad,"and i had this idea as i was watching them go down like everything was being destroyed, you know. but i felt like this one new thing was being made, you know it's kind of like this. this monument...",Ses01M
Ses01M_script01_3_M033,sad,"you know, that they were bringing something on to this earth, a kind of sacrifice you know.",Ses01M
Ses01M_script01_3_M034,sad,"i thought i would change everything you know, and i got back here and it was- it was like nothing had changed at all...",Ses01M
Ses01M_script01_3_M035,sad,you know. i went to work with dad and i started that whole rat race again...,Ses01M
Ses01M_script01_3_M036,sad,and no one had changed it was just like sort of random bus accident to them.,Ses01M
Ses01M_script01_3_M037,sad,driving my new car and i felt guilty you know opening my bank book seeing a new refrigerator.,Ses01M
Ses01M_script01_3_M038,sad,'cause you can take those things out of a war. but you have to realize that those things came out of the love that a man can have for another man...,Ses01M
Ses01M_script01_3_M039,sad,and if you can't see that then it's just loot and there's blood all over it.,Ses01M
Ses01M_script01_3_M040,sad,i felt ashamed and i didn't want any part of it. i guess i included you too.,Ses01M
Ses01M_script01_3_M041,sad,i want you to know annie.,Ses01M
Ses01M_script01_3_M042,xxx,annie...,Ses01M
Ses01M_script01_3_M043,hap,i'm going to make a fortune for you.,Ses01M
Ses01M_script02_1_F000,xxx,i'm fine.,Ses01F
Ses01M_script02_1_F001,fru,ugh...,Ses01F
Ses01M_script02_1_F002,sur,what flashlight?,Ses01F
Ses01M_script02_1_F003,xxx,that's not your flashlight.,Ses01F
Ses01M_script02_1_F004,xxx,"it's ours; it's my flashlight, too.",Ses01F
Ses01M_script02_1_F005,ang,"you keep saying ""my flashlight"" like somehow it's just yours. how's that supposed to make me feel?",Ses01F
Ses01M_script02_1_F006,xxx,yeah.,Ses01F
Ses01M_script02_1_F007,neu,no.,Ses01F
Ses01M_script02_1_F008,neu,i'm fine.,Ses01F
Ses01M_script02_1_F009,hap,i wonder if they can hear me talk,Ses01F
Ses01M_script02_1_F010,fru,i'm cold.,Ses01F
Ses01M_script02_1_F011,fru,"it's after eleven, let's go home.",Ses01F
Ses01M_script02_1_F012,fru,there is no point.,Ses01F
Ses01M_script02_1_F013,fru,that's my point.,Ses01F
Ses01M_script02_1_F014,ang,then let's go.,Ses01F
Ses01M_script02_1_F015,xxx,not particularly.,Ses01F
Ses01M_script02_1_F016,xxx,"i just don't, it's stupid.",Ses01F
Ses01M_script02_1_F017,ang,"pass what up? these little fish swim out of the ocean, they flop around on the sand then they swim back and then they die.",Ses01F
Ses01M_script02_1_F018,fru,"i don't know what you're so excited about. this isn't a moon landing we're talking about, it's fish, it's a fish nobody even eats.",Ses01F
Ses01M_script02_1_F019,fru,"oh, augie.",Ses01F
Ses01M_script02_1_F020,fru,i'm not.,Ses01F
Ses01M_script02_1_F021,ang,yes.,Ses01F
Ses01M_script02_1_F022,ang,"last year, you'll also remember we got--our shoes got wet, i got sand in my panties, you got a sore throat, we got into a big fight and we did not see the grunions.",Ses01F
Ses01M_script02_1_F023,ang,we didn't see them the year before either.,Ses01F
Ses01M_script02_1_F024,xxx,that's the wind.,Ses01F
Ses01M_script02_1_M000,hap,"what time is it? god, this is great, isn't it? i can't believe it.",Ses01M
Ses01M_script02_1_M001,hap,"of course i did want to a little further up the coast you know get away from all the lights and people and everything. is it midnight, do they always start at midnight? is that what it is midnight? how you doing, huh? you okay? that's good.",Ses01M
Ses01M_script02_1_M002,hap,"look, there what's that, what's that? is it--",Ses01M
Ses01M_script02_1_M003,xxx,"no, i think that's just foam.",Ses01M
Ses01M_script02_1_M004,hap,"oh, no i can't tell though. although probably if you can't tell it probably isn't them right, yeah. probably going to be like unmistakable, right?",Ses01M
Ses01M_script02_1_M005,hap,"gosh, this is great, isn't it? this is awesome. oh, no you know what i forgot?",Ses01M
Ses01M_script02_1_M006,xxx,my flashlight. how could i forget my flashlight? god--,Ses01M
Ses01M_script02_1_M007,neu,flashlight the silver one. there's only one isn't there?,Ses01M
Ses01M_script02_1_M008,xxx,whose is it?,Ses01M
Ses01M_script02_1_M009,neu,"oh, well, yeah of course.",Ses01M
Ses01M_script02_1_M010,neu,"of course, our flashlight. what's your is mine, mi flashlight es su flashlight.",Ses01M
Ses01M_script02_1_M011,neu,"gosh, i should have brought it. i can't believe i forgot that.",Ses01M
Ses01M_script02_1_M012,xxx,"it's a nice moon though, should stay full. do they always run during a full moon? i can't remember was it full last year?",Ses01M
Ses01M_script02_1_M013,xxx,are you all right? are you okay? you cold? do you want to my jacket? my jacket? no?,Ses01M
Ses01M_script02_1_M014,hap,"you know what we should've brought a blanket too. man, our blanket, our blanket. wish i had six-pack too, a six-pack would be just the ticket right about now, huh, six-pack.",Ses01M
Ses01M_script02_1_M015,xxx,what's wrong? are you okay? huh? you cold?,Ses01M
Ses01M_script02_1_M016,hap,"oh yeah, i'm so excited right now i'm like a kid.",Ses01M
Ses01M_script02_1_M017,hap,i can't believe i got out of the house without my fly zipped up even.,Ses01M
Ses01M_script02_1_M018,xxx,"i wonder if they can hear me talking, you know.",Ses01M
Ses01M_script02_1_M019,xxx,like feel the vibrations in the sand when we move around.,Ses01M
Ses01M_script02_1_M020,fru,do you want my jacket?,Ses01M
Ses01M_script02_1_M021,fru,what are you kidding? we just got here. we don't want to turn around and go home now. what's the point coming all the way down here?,Ses01M
Ses01M_script02_1_M022,neu,right.,Ses01M
Ses01M_script02_1_M023,neu,that's my point too.,Ses01M
Ses01M_script02_1_M024,fru,"no, wait no, no that's not my point. my point is there is no point and coming all the way down here if we just turn around and go home.",Ses01M
Ses01M_script02_1_M025,xxx,don't you want to see it?,Ses01M
Ses01M_script02_1_M026,fru,why not?,Ses01M
Ses01M_script02_1_M027,fru,it's not stupid. it's a natural phenomenon.,Ses01M
Ses01M_script02_1_M028,ang,people in kansas would have to get plane tickets and make hotel reservations to see this. it's only forty minutes away; it's just too good to pass up.,Ses01M
Ses01M_script02_1_M029,xxx,yeah but that like flopping around is what to do it's like spawning or mating or something. this is like the highlight of their little fish lives. it's like life's last orgy.,Ses01M
Ses01M_script02_1_M030,neu,"yeah, they do.",Ses01M
Ses01M_script02_1_M031,hap,"well, okay whatever, okay but it's a fish who do something that like no other fish do, you know, it's like those swallows that return to capistrano or those like those lemmings that jumped off the cliffs, you know.",Ses01M
Ses01M_script02_1_M032,hap,"it's like a little bit of the unexplainable, a little magic, a little mystery. i just don't see how you can not be interested in this.",Ses01M
Ses01M_script02_1_M033,xxx,for real?,Ses01M
Ses01M_script02_1_M034,fru,all right.,Ses01M
Ses01M_script02_1_M035,fru,"i don't get it though, i mean the first time we came here you said it was like the best night of your life...",Ses01M
Ses01M_script02_1_M036,fru,and last year i remember like distinctively you were so excited to get here that you didn't realize you stubbed your toe until we were in a car.,Ses01M
Ses01M_script02_1_M037,neu,we just weren't in a good spot though.,Ses01M
Ses01M_script02_1_M038,xxx,we just weren't in a good spot i'm telling you this is a much better spot.,Ses01M
Ses01M_script02_1_M039,neu,"come on, trust me i got instincts for these things, okay? so just--just think about it all right? okay, i know you're not interested, think about it...",Ses01M
Ses01M_script02_1_M040,hap,"out there, there's like this big mass of silver fish they're heading this way...",Ses01M
Ses01M_script02_1_M041,hap,"they don't know why, we don't know why. no one like sent them an invitation or gave them a map or direction...",Ses01M
Ses01M_script02_1_M042,hap,they just all turned at once and they just form this line as long as the california coast. and they just started swimming...,Ses01M
Ses01M_script02_1_M043,hap,like some little time release fire cracker went off inside their little tiny bodies. and they all turned as one...,Ses01M
Ses01M_script02_1_M044,hap,"and form the line and started swimming, swimming that would bring them to this point here...",Ses01M
Ses01M_script02_1_M045,hap,it's like urgency that's pure urge you know. it's single-mindedness with no mind.,Ses01M
Ses01M_script02_1_M046,hap,"it's crazy. look at this, i'm giving myself goose bumps, the hairs are standing up on my arm.",Ses01M
Ses01M_script02_2_F000,neu,that's the wind.,Ses01F
Ses01M_script02_2_F001,xxx,about what?,Ses01F
Ses01M_script02_2_F002,fru,i think it's ridiculous.,Ses01F
Ses01M_script02_2_F003,fru,it's a pr.,Ses01F
Ses01M_script02_2_F004,xxx,somebody sold you a bill of goods that something amazing is going to happen on the beach.,Ses01F
Ses01M_script02_2_F005,fru,they're all told the same thing.,Ses01F
Ses01M_script02_2_F006,fru,"everybody is believes that it keeps them excited, you know it keeps them coming back for more.",Ses01F
Ses01M_script02_2_F007,fru,"everybody keeps thinking that they can just find the right spot, you know they'll get it on the action.",Ses01F
Ses01M_script02_2_F008,fru,their life will start then.,Ses01F
Ses01M_script02_2_F009,fru,i'm sorry it still just fish to me.,Ses01F
Ses01M_script02_2_F010,ang,"why do you ask me that? god damn it, i told you not to ask me that i hate it when you ask me that. it's insulting.",Ses01F
Ses01M_script02_2_F011,ang,"i just, we just have different ideas of what this evening is supposed to look like.",Ses01F
Ses01M_script02_2_F012,fru,"oh. grow up augie, the fish are not going to come.",Ses01F
Ses01M_script02_2_F013,ang,"because they never do. do they, have they ever?",Ses01F
Ses01M_script02_2_F014,ang,twice is every year we've tried that's ever.,Ses01F
Ses01M_script02_2_F015,ang,no we won't. it's pointless it's like a waiting up to see santa claus.,Ses01F
Ses01M_script02_2_F016,ang,"i feel like my whole life is going to be spent here on the beach with my eyes wide open and my hands clasped expectantly, waiting for fish to show up and the fish never show.",Ses01F
Ses01M_script02_2_F017,fru,you don't understand anything i'm saying.,Ses01F
Ses01M_script02_2_F018,xxx,"i did want to see it i still do, i always do. i keep thinking that this time will be the time but it just never is.",Ses01F
Ses01M_script02_2_F019,neu,do you remember the first year we came here? it's about four years ago right after we got married.,Ses01F
Ses01M_script02_2_F020,xxx,we thought i was pregnant we had this bottle of champagne but no glasses. you asked me to dance so we took off our shoes.,Ses01F
Ses01M_script02_2_F021,xxx,"while we were dancing you said the softest most intimate things to me, right into my ears so i could feel them much as hear them.",Ses01F
Ses01M_script02_2_F022,sad,"and i remember thinking this is it. finally, finally i'm as happy as i'm supposed to be.",Ses01F
Ses01M_script02_2_F023,xxx,"dancing on the beach barefoot, drinking champagne from the bottle.",Ses01F
Ses01M_script02_2_F024,sad,i'd rather not remember some things. i'd rather not hope for some things.,Ses01F
Ses01M_script02_2_F025,sad,no.,Ses01F
Ses01M_script02_2_F026,sad,no.,Ses01F
Ses01M_script02_2_F027,xxx,no.,Ses01F
Ses01M_script02_2_F028,fru,no.,Ses01F
Ses01M_script02_2_F029,fru,no.,Ses01F
Ses01M_script02_2_F030,ang,i want something to turn out the way that it's supposed to.,Ses01F
Ses01M_script02_2_F031,ang,this what? what is this? this isn't even anything.,Ses01F
Ses01M_script02_2_F032,ang,"oh, sure this is standing on the beach, this is waiting, fighting.",Ses01F
Ses01M_script02_2_F033,sad,this isn't anything like i thought anything would be.,Ses01F
Ses01M_script02_2_F034,sad,this is just this. i mean it includes a lot and everything but it's--do you understand what i'm saying?,Ses01F
Ses01M_script02_2_F035,sad,"i know that augie, i really do.",Ses01F
Ses01M_script02_2_F036,sad,"i just can't help wishing that i was somebody, somewhere else.",Ses01F
Ses01M_script02_2_F037,sad,i didn't say that.,Ses01F
Ses01M_script02_2_F038,sur,are you kidding me? for heaven sake augie anything i'm doing i'd rather be doing it with you.,Ses01F
Ses01M_script02_2_F039,sur,"yes, don't be ridiculous. don't you know that?",Ses01F
Ses01M_script02_2_F040,sad,"you are the one who probably wishes he was with somebody else, someone who didn't take everything so seriously, someone who would enjoy yourself.",Ses01F
Ses01M_script02_2_F041,xxx,so maybe we're in the wrong spot. but we're with the right person.,Ses01F
Ses01M_script02_2_F042,xxx,oh i saw that. pretty isn't it. big ol' white moon.,Ses01F
Ses01M_script02_2_F043,xxx,"augie, you brought refreshments.",Ses01F
Ses01M_script02_2_F044,hap,i guess we don't need glasses.,Ses01F
Ses01M_script02_2_F045,hap,i'm beginning to think you might be right. i think this might be the spot after all.,Ses01F
Ses01M_script02_2_F046,sad,"augie, i'm sorry.",Ses01F
Ses01M_script02_2_F047,neu,or not.,Ses01F
Ses01M_script02_2_M000,xxx,they're out there swimming right now...,Ses01M
Ses01M_script02_2_M001,hap,...to this spot for this massive celebration of like sex and death...,Ses01M
Ses01M_script02_2_M002,hap,"look at this, my hairs are standing up my arm. i'm giving myself goose bumps.",Ses01M
Ses01M_script02_2_M003,hap,"well, so? what do you think?",Ses01M
Ses01M_script02_2_M004,xxx,about what i was saying.,Ses01M
Ses01M_script02_2_M005,xxx,it certainly is not. it's like slightly exaggerated scientific fact.,Ses01M
Ses01M_script02_2_M006,fru,"it's not just me, okay? look at like all the people.",Ses01M
Ses01M_script02_2_M007,xxx,are we talking about the same thing?,Ses01M
Ses01M_script02_2_M008,neu,can i ask you a question? are you on your period?,Ses01M
Ses01M_script02_2_M009,xxx,"okay, well then what's bugging you?",Ses01M
Ses01M_script02_2_M010,fru,"is not supposed to like anything. we come down here, we look at the fish, they arrive, we go woo-ah fish.",Ses01M
Ses01M_script02_2_M011,xxx,and then we go home and they go home.,Ses01M
Ses01M_script02_2_M012,fru,why not?,Ses01M
Ses01M_script02_2_M013,neu,we missed them twice.,Ses01M
Ses01M_script02_2_M014,fru,"okay we'll see them this year, this is a much better spot. trust me.",Ses01M
Ses01M_script02_2_M015,fru,"okay, i'm trying to work this backwards",Ses01M
Ses01M_script02_2_M016,fru,and figure out where we took a turn to the worst thing.,Ses01M
Ses01M_script02_2_M017,fru,of course not.,Ses01M
Ses01M_script02_2_M018,fru,"okay. i'm trying to work this backwards here and i'm trying to figure out the exact moment that you took a turn for the worst here, now.",Ses01M
Ses01M_script02_2_M019,neu,"you were fine during the phone call from marge, dinner was okay, doing the dishes was fine.",Ses01M
Ses01M_script02_2_M020,neu,"let's see, uh, i took a shower and, um, you were watching the news and you said the ""the grunions are running tonight,"" and i said ""okay great, let's go.""",Ses01M
Ses01M_script02_2_M021,neu,so i'm putting the animals out we're getting the car to the garage and--,Ses01M
Ses01M_script02_2_M022,neu,"wait a minute, i've got it.",Ses01M
Ses01M_script02_2_M023,neu,"it was when we were driving passed that knickerbocker liquor locker and you would said, no you said ""let's get some champagne"" and i said ""no time to wasting"" or something like that. that's what it is, right?",Ses01M
Ses01M_script02_2_M024,xxx,"you want this to be like the other times, right?",Ses01M
Ses01M_script02_2_M025,neu,"oh right sure, of course.",Ses01M
Ses01M_script02_2_M026,xxx,do you want to dance?,Ses01M
Ses01M_script02_2_M027,neu,you want me to go get some champagne?,Ses01M
Ses01M_script02_2_M028,neu,do you want to take off our shoes?,Ses01M
Ses01M_script02_2_M029,neu,what? huh?,Ses01M
Ses01M_script02_2_M030,neu,you want to get married again?,Ses01M
Ses01M_script02_2_M031,fru,what? what? you want to divorce?,Ses01M
Ses01M_script02_2_M032,fru,a vacation?,Ses01M
Ses01M_script02_2_M033,ang,"a new carpet, a poodle, a suicide pact, ice cream, a back rub, what? what? what the hell do you want?",Ses01M
Ses01M_script02_2_M034,fru,"well, welcome to the human race.",Ses01M
Ses01M_script02_2_M035,ang,you think nothing turns out how it's supposed to. you think i had some grand idea going that four years down the line. we would come to this beach and argue over fish? no.,Ses01M
Ses01M_script02_2_M036,xxx,"you think there would be times when you'd look at me like i was used kleenex and then i'd look at you and think ""holy hell when is the next flight to alaska.""",Ses01M
Ses01M_script02_2_M037,sad,"no, no i'm just like you, i thought it was going to be all rosy cheeks and the bills would pay themselves and fish will always come and--",Ses01M
Ses01M_script02_2_M038,sad,no. you know what you get? you know what you get? you get this.,Ses01M
Ses01M_script02_2_M039,neu,"yeah, it is.",Ses01M
Ses01M_script02_2_M040,neu,right.,Ses01M
Ses01M_script02_2_M041,sad,i know me neither.,Ses01M
Ses01M_script02_2_M042,sad,i'm doing the best i can.,Ses01M
Ses01M_script02_2_M043,sad,maybe if you were with somebody else too?,Ses01M
Ses01M_script02_2_M044,sad,"no, i know but--i know i don't make you happy.",Ses01M
Ses01M_script02_2_M045,sad,yeah?,Ses01M
Ses01M_script02_2_M046,xxx,"actually, you know what? now you mentioned that--no i don't.",Ses01M
Ses01M_script02_2_M047,xxx,"i don't know, just seemed like such a good spot to me.",Ses01M
Ses01M_script02_2_M048,xxx,we do have really good view of the moon from here though.,Ses01M
Ses01M_script02_2_M049,hap,look what we got here.,Ses01M
Ses01M_script02_2_M050,neu,it's not champagne.,Ses01M
Ses01M_script02_2_M051,neu,"are you cold, huh? do you want to go home?",Ses01M
Ses01M_script02_2_M052,hap,shh...,Ses01M
Ses01M_script02_2_M053,hap,"if we are really quiet, the fish might come.",Ses01M
Ses01M_script02_2_M054,neu,or not.,Ses01M
Ses01M_script03_1_F000,xxx,do you think it's them?,Ses01F
Ses01M_script03_1_F001,fea,freda is the only one who knows we are here. she wouldn't ring up.,Ses01F
Ses01M_script03_1_F002,fea,what we're going to do?,Ses01F
Ses01M_script03_1_F003,hap,now and always sweet.,Ses01F
Ses01M_script03_1_F004,hap,it had to happen sooner or later.,Ses01F
Ses01M_script03_1_F005,xxx,"oh, oh, that sent shivers on my spine.",Ses01F
Ses01M_script03_1_F006,xxx,oh...,Ses01F
Ses01M_script03_1_F007,hap,[breathing],Ses01F
Ses01M_script03_1_F008,hap,oh. behave exquisitely...,Ses01F
Ses01M_script03_1_F009,hap,[laughter] i think i shall do a court curtsey.,Ses01F
Ses01M_script03_1_F010,hap,[laughter],Ses01F
Ses01M_script03_1_F011,hap,mmm...,Ses01F
Ses01M_script03_1_F012,xxx,the pity is that one can't stay happy.,Ses01F
Ses01M_script03_1_F013,xxx,it's true. i think the whole things a very poor joke.,Ses01F
Ses01M_script03_1_F014,hap,"oh, yes meaning just that.",Ses01F
Ses01M_script03_1_F015,hap,[laughter] don't laugh at me i'm being serious.,Ses01F
Ses01M_script03_1_F016,xxx,oh whose they?,Ses01F
Ses01M_script03_1_F017,hap,"mmhmm if i must laugh at everything, i must laugh at us too.",Ses01F
Ses01M_script03_1_F018,hap,"how long will it last, this ludicrous, overbearing love of ours?",Ses01F
Ses01M_script03_1_F019,hap,shall we always want to bicker and fight?,Ses01F
Ses01M_script03_1_F020,xxx,"oh, will we like that?",Ses01F
Ses01M_script03_1_F021,hap,if one of us dies...,Ses01F
Ses01M_script03_1_F022,xxx,does the one that's left still laugh?,Ses01F
Ses01M_script03_1_F023,xxx,"well, that's serious enough isn't it?",Ses01F
Ses01M_script03_1_F024,hap,i think you're talking nonsense.,Ses01F
Ses01M_script03_1_F025,xxx,hmm.,Ses01F
Ses01M_script03_1_F026,xxx,ah.,Ses01F
Ses01M_script03_1_F027,xxx,"oh, elliot. worms don't pop.",Ses01F
Ses01M_script03_1_F028,xxx,"oh, thank you darling.",Ses01F
Ses01M_script03_1_F029,xxx,"the same applies to you too, except you so much as look at another women i'll kill you.",Ses01F
Ses01M_script03_1_F030,hap,which particular one?,Ses01F
Ses01M_script03_1_F031,hap,"oh, charles. that was his name charles. he did wriggle so beautifully.",Ses01F
Ses01M_script03_1_F032,xxx,"oh i know you threw it out the window and into the grand canal. oh, i'll never forgive you for that.",Ses01F
Ses01M_script03_1_F033,xxx,it went on intermittently for days.,Ses01F
Ses01M_script03_1_F034,hap,cannes...mmhmm...,Ses01F
Ses01M_script03_1_F035,xxx,oh it burnt my comb too and all those towels in the bathroom.,Ses01F
Ses01M_script03_1_F036,hap,the manager came in he found us rolling about the floor. [laughter],Ses01F
Ses01M_script03_1_F037,hap,scratching and biting like panthers. [laughter] oh...,Ses01F
Ses01M_script03_1_F038,hap,"utterly, utterly ridiculous.",Ses01F
Ses01M_script03_1_F039,hap,oh...[laughter],Ses01F
Ses01M_script03_1_F040,hap,very much sillier.,Ses01F
Ses01M_script03_1_F041,hap,oh you knew there was nothing in that.,Ses01F
Ses01M_script03_1_M000,fea,good god.,Ses01M
Ses01M_script03_1_M001,fea,i wonder.,Ses01M
Ses01M_script03_1_M002,xxx,must be them then.,Ses01M
Ses01M_script03_1_M003,fea,"we're okay, right darling? whatever happens, we're okay?",Ses01M
Ses01M_script03_1_M004,hap,i don't care then.,Ses01M
Ses01M_script03_1_M005,xxx,yes... hello? hello? i'm sorry what's that?,Ses01M
Ses01M_script03_1_M006,xxx,"no, it's a wrong number.",Ses01M
Ses01M_script03_1_M007,xxx,[breathing] [laughter],Ses01M
Ses01M_script03_1_M008,xxx,[breathing],Ses01M
Ses01M_script03_1_M009,xxx,what shall we do if they suddenly walk in on us?,Ses01M
Ses01M_script03_1_M010,hap,with perfect poise...,Ses01M
Ses01M_script03_1_M011,hap,ah...,Ses01M
Ses01M_script03_1_M012,hap,ah...strange...,Ses01M
Ses01M_script03_1_M013,hap,"things that just ought to matter dreadfully, you know they just don't matter at all when one is happy, do they?",Ses01M
Ses01M_script03_1_M014,sad,"darling, don't say that.",Ses01M
Ses01M_script03_1_M015,xxx,"what, this sacred and beautiful thing, love?",Ses01M
Ses01M_script03_1_M016,hap,"oh, dear god what is that all mean, dear god?",Ses01M
Ses01M_script03_1_M017,hap,"you mustn't be so serious, darling, it just what they want.",Ses01M
Ses01M_script03_1_M018,xxx,"oh you know all those superficial philosophers. we must laugh at them, be flippant.",Ses01M
Ses01M_script03_1_M019,hap,flippancy brings out the acid in their darn sweetness and light.,Ses01M
Ses01M_script03_1_M020,xxx,oh yes. .,Ses01M
Ses01M_script03_1_M021,hap,we are figures of fun all right,Ses01M
Ses01M_script03_1_M022,hap,ahh...who knows.,Ses01M
Ses01M_script03_1_M023,xxx,"no, that will fade...along with our passion...",Ses01M
Ses01M_script03_1_M024,xxx,well it depends on how well we've played.,Ses01M
Ses01M_script03_1_M025,xxx,"yes, yes with the all his might.",Ses01M
Ses01M_script03_1_M026,xxx,"no, no, no, no death is very laughable it's a cunning little mystery, you know. it's all done with mirrors.",Ses01M
Ses01M_script03_1_M027,xxx,"ah so is everyone in the long run, huh?",Ses01M
Ses01M_script03_1_M028,hap,"let's pity the poor philosophers, huh? let's enjoy the party for as long as we can, okay? let's blow trumpets and squeakers and sit like small idiotic school children. [laughter]",Ses01M
Ses01M_script03_1_M029,hap,"come here darling, kiss me",Ses01M
Ses01M_script03_1_M030,hap,before your body rots and worms pop out of your eye sockets.,Ses01M
Ses01M_script03_1_M031,hap,"see, you know i don't care what you do. you could paint yourself green and run naked to the place vendome.",Ses01M
Ses01M_script03_1_M032,xxx,you could run off with all the men in a world. i won't say a word. just as long as you love me best.,Ses01M
Ses01M_script03_1_M033,hap,do you remember that row we did have in venice?,Ses01M
Ses01M_script03_1_M034,xxx,the one when you put that little wooden painted snake in my bed?,Ses01M
Ses01M_script03_1_M035,xxx,it was a horrible thing i hated it.,Ses01M
Ses01M_script03_1_M036,xxx,of course how long did that row last?,Ses01M
Ses01M_script03_1_M037,hap,but you know it wasn't as bad as the one we had in cannes...mmhmm...where your curling irons burnt a hole in my dressing gown.,Ses01M
Ses01M_script03_1_M038,xxx,oh that was a rouser wasn't it?,Ses01M
Ses01M_script03_1_M039,hap,i will never forget the look on his face.,Ses01M
Ses01M_script03_1_M040,hap,oh...,Ses01M
Ses01M_script03_1_M041,hap,we were very much younger then.,Ses01M
Ses01M_script03_1_M042,xxx,"however, i do believe the real cause of that row was peter burden.",Ses01M
Ses01M_script03_2_F000,xxx,"[laughter] utterly, utterly ridiculous.",Ses01F
Ses01M_script03_2_F001,xxx,very much sillier.,Ses01F
Ses01M_script03_2_F002,xxx,oh you knew there was nothing in that.,Ses01F
Ses01M_script03_2_F003,sur,presents? it was a trivial little broach.,Ses01F
Ses01M_script03_2_F004,xxx,not at all. it was very pretty. i still wear it often.,Ses01F
Ses01M_script03_2_F005,xxx,i did not you worked whole thing up in your jealous imagination.,Ses01F
Ses01M_script03_2_F006,neu,"well, what of it?",Ses01F
Ses01M_script03_2_F007,xxx,"it gave him a lot, a great deal of pleasure and it didn't hurt me.",Ses01F
Ses01M_script03_2_F008,xxx,if you hadn't been so suspicious and nosey you'd never known a thing about it.,Ses01F
Ses01M_script03_2_F009,xxx,i'm bored with this conversation.,Ses01F
Ses01M_script03_2_F010,neu,"no, thank you.",Ses01F
Ses01M_script03_2_F011,ang,i don't see why you want any you already had two glasses.,Ses01F
Ses01M_script03_2_F012,xxx,i just think it's silly you know to go on and on and on about such a thing.,Ses01F
Ses01M_script03_2_F013,xxx,"i just, i just think it's becoming a habit with you.",Ses01F
Ses01M_script03_2_F014,xxx,do be quiet.,Ses01F
Ses01M_script03_2_F015,ang,"don't be stupid, what?",Ses01F
Ses01M_script03_2_F016,xxx,"no, darling i'm just making myself fascinating for you.",Ses01F
Ses01M_script03_2_F017,ang,well it's a woman's duty to allure the man. watch me a minute will you?,Ses01F
Ses01M_script03_2_F018,xxx,"oh no, it isn't.",Ses01F
Ses01M_script03_2_F019,xxx,"don't be stupid, shut up.",Ses01F
Ses01M_script03_2_F020,xxx,"oh, well that's funny. it doesn't seem to have worked such wonders with you.",Ses01F
Ses01M_script03_2_F021,xxx,"adders don't snap, they sting.",Ses01F
Ses01M_script03_2_F022,ang,they sting.,Ses01F
Ses01M_script03_2_F023,ang,"i don't care. i don't care, do you understand? i don't mind if they bark and they roll about like hoops.",Ses01F
Ses01M_script03_2_F024,ang,"yes, i did quite a lot.",Ses01F
